estudiante_id,curso_codigo,inscrito_en
385,1017,2025-05-12 02:35:07
8946,5199,2025-05-12 02:35:07
6495,8625,2025-05-12 02:35:07
2881,9087,2025-05-12 02:35:07
6288,5030,2025-05-12 02:35:07
3529,4786,2025-05-12 02:35:07
451,9668,2025-05-12 02:35:07
6809,5631,2025-05-12 02:35:07
5304,1973,2025-05-12 02:35:07
9495,4807,2025-05-12 02:35:07
2667,1577,2025-05-12 02:35:07
5207,4700,2025-05-12 02:35:07
4936,3107,2025-05-12 02:35:07
6905,7746,2025-05-12 02:35:07
6770,2221,2025-05-12 02:35:07
6481,8494,2025-05-12 02:35:07
2197,6402,2025-05-12 02:35:07
3422,9189,2025-05-12 02:35:07
5233,8976,2025-05-12 02:35:07
8620,6858,2025-05-12 02:35:07
6689,4521,2025-05-12 02:35:07
9499,6179,2025-05-12 02:35:07
281,4723,2025-05-12 02:35:07
9842,7118,2025-05-12 02:35:07
4469,2752,2025-05-12 02:35:07
6331,6229,2025-05-12 02:35:07
61,3584,2025-05-12 02:35:07
4175,3033,2025-05-12 02:35:07
8775,7382,2025-05-12 02:35:07
9137,4968,2025-05-12 02:35:07
4636,9953,2025-05-12 02:35:07
5838,9408,2025-05-12 02:35:07
9202,8182,2025-05-12 02:35:07
2297,7788,2025-05-12 02:35:07
824,2340,2025-05-12 02:35:07
4978,1376,2025-05-12 02:35:07
7162,5095,2025-05-12 02:35:07
1268,3419,2025-05-12 02:35:07
9639,1113,2025-05-12 02:35:07
1715,8376,2025-05-12 02:35:07
5838,5136,2025-05-12 02:35:07
5471,4208,2025-05-12 02:35:07
1415,6738,2025-05-12 02:35:07
7639,9158,2025-05-12 02:35:07
2409,5362,2025-05-12 02:35:07
7012,1463,2025-05-12 02:35:07
1541,6543,2025-05-12 02:35:07
6175,3153,2025-05-12 02:35:07
3443,1031,2025-05-12 02:35:07
9845,9206,2025-05-12 02:35:07
6059,3643,2025-05-12 02:35:07
6511,4367,2025-05-12 02:35:07
9175,5185,2025-05-12 02:35:07
5730,5225,2025-05-12 02:35:07
6289,7620,2025-05-12 02:35:07
7914,7750,2025-05-12 02:35:07
3763,6679,2025-05-12 02:35:07
266,3155,2025-05-12 02:35:07
1179,8836,2025-05-12 02:35:07
3,4500,2025-05-12 02:35:07
9441,5979,2025-05-12 02:35:07
9344,1108,2025-05-12 02:35:07
2572,3244,2025-05-12 02:35:07
4757,6670,2025-05-12 02:35:07
7231,7529,2025-05-12 02:35:07
4581,2023,2025-05-12 02:35:07
1947,6689,2025-05-12 02:35:07
5770,9893,2025-05-12 02:35:07
2098,1758,2025-05-12 02:35:07
7924,7377,2025-05-12 02:35:07
1664,7353,2025-05-12 02:35:07
305,1311,2025-05-12 02:35:07
816,3735,2025-05-12 02:35:07
2753,5178,2025-05-12 02:35:07
4957,1768,2025-05-12 02:35:07
9399,4988,2025-05-12 02:35:07
3962,6861,2025-05-12 02:35:07
681,4477,2025-05-12 02:35:08
7277,5313,2025-05-12 02:35:08
2134,6661,2025-05-12 02:35:08
5052,6746,2025-05-12 02:35:08
6773,5235,2025-05-12 02:35:08
3212,2745,2025-05-12 02:35:08
66,5055,2025-05-12 02:35:08
2336,8343,2025-05-12 02:35:08
3792,5028,2025-05-12 02:35:08
1010,2455,2025-05-12 02:35:08
5060,1401,2025-05-12 02:35:08
7051,4524,2025-05-12 02:35:08
8430,1360,2025-05-12 02:35:08
6712,3119,2025-05-12 02:35:08
1644,2035,2025-05-12 02:35:08
822,1589,2025-05-12 02:35:08
811,2880,2025-05-12 02:35:08
8015,4425,2025-05-12 02:35:08
4987,4161,2025-05-12 02:35:08
2605,3234,2025-05-12 02:35:08
4602,6004,2025-05-12 02:35:08
3998,3976,2025-05-12 02:35:08
4543,3512,2025-05-12 02:35:08
330,3943,2025-05-12 02:35:08
5369,7325,2025-05-12 02:35:08
9035,4680,2025-05-12 02:35:08
3346,5013,2025-05-12 02:35:08
2258,8119,2025-05-12 02:35:08
2780,1150,2025-05-12 02:35:08
2497,2781,2025-05-12 02:35:08
2409,6493,2025-05-12 02:35:08
3296,8348,2025-05-12 02:35:08
940,1183,2025-05-12 02:35:08
8199,1342,2025-05-12 02:35:08
7309,5859,2025-05-12 02:35:08
5073,9248,2025-05-12 02:35:08
605,5977,2025-05-12 02:35:08
5841,3347,2025-05-12 02:35:08
5520,9794,2025-05-12 02:35:08
2301,2968,2025-05-12 02:35:08
4036,4253,2025-05-12 02:35:08
5968,9092,2025-05-12 02:35:08
7058,8481,2025-05-12 02:35:08
392,7317,2025-05-12 02:35:08
3925,8705,2025-05-12 02:35:08
1036,9544,2025-05-12 02:35:08
4364,4001,2025-05-12 02:35:08
3583,8116,2025-05-12 02:35:08
8792,1210,2025-05-12 02:35:08
4794,3942,2025-05-12 02:35:08
1965,1012,2025-05-12 02:35:08
4177,1754,2025-05-12 02:35:08
1666,6229,2025-05-12 02:35:08
4059,3572,2025-05-12 02:35:08
2119,2814,2025-05-12 02:35:08
3725,3316,2025-05-12 02:35:08
1697,1685,2025-05-12 02:35:08
8719,2178,2025-05-12 02:35:08
390,8216,2025-05-12 02:35:08
8924,1506,2025-05-12 02:35:08
6046,8682,2025-05-12 02:35:08
4545,7401,2025-05-12 02:35:08
1934,8496,2025-05-12 02:35:08
5847,4817,2025-05-12 02:35:08
3672,6066,2025-05-12 02:35:08
7137,8911,2025-05-12 02:35:08
2547,6722,2025-05-12 02:35:08
4155,2528,2025-05-12 02:35:08
6026,5531,2025-05-12 02:35:08
7099,1348,2025-05-12 02:35:08
642,2841,2025-05-12 02:35:08
8304,5844,2025-05-12 02:35:08
2001,4469,2025-05-12 02:35:08
3274,5322,2025-05-12 02:35:08
4191,6892,2025-05-12 02:35:08
166,2065,2025-05-12 02:35:08
5426,4215,2025-05-12 02:35:08
1590,7504,2025-05-12 02:35:08
1371,5652,2025-05-12 02:35:08
1734,3846,2025-05-12 02:35:08
611,4208,2025-05-12 02:35:08
5992,9338,2025-05-12 02:35:08
8351,4562,2025-05-12 02:35:08
4741,2644,2025-05-12 02:35:08
4914,9175,2025-05-12 02:35:08
682,6541,2025-05-12 02:35:08
8740,5704,2025-05-12 02:35:08
9918,4513,2025-05-12 02:35:08
9766,7407,2025-05-12 02:35:08
6301,1127,2025-05-12 02:35:08
1808,8752,2025-05-12 02:35:08
7648,3157,2025-05-12 02:35:08
9041,8211,2025-05-12 02:35:08
2941,1597,2025-05-12 02:35:08
4500,1453,2025-05-12 02:35:08
9021,4233,2025-05-12 02:35:08
904,4365,2025-05-12 02:35:08
5986,8838,2025-05-12 02:35:08
5593,2647,2025-05-12 02:35:08
2378,6757,2025-05-12 02:35:08
4854,5568,2025-05-12 02:35:08
818,8974,2025-05-12 02:35:08
1850,3401,2025-05-12 02:35:08
7792,1857,2025-05-12 02:35:08
1391,4684,2025-05-12 02:35:08
6298,9286,2025-05-12 02:35:08
7143,8281,2025-05-12 02:35:08
9028,1779,2025-05-12 02:35:08
7248,4276,2025-05-12 02:35:08
6459,2234,2025-05-12 02:35:08
7484,3972,2025-05-12 02:35:08
4065,1371,2025-05-12 02:35:08
9872,8307,2025-05-12 02:35:08
983,1498,2025-05-12 02:35:08
9825,7711,2025-05-12 02:35:08
7814,7026,2025-05-12 02:35:08
42,1108,2025-05-12 02:35:08
476,2813,2025-05-12 02:35:08
8649,7479,2025-05-12 02:35:08
51,8787,2025-05-12 02:35:08
3112,9640,2025-05-12 02:35:08
8669,5087,2025-05-12 02:35:08
6701,9892,2025-05-12 02:35:08
9300,7169,2025-05-12 02:35:08
6377,2185,2025-05-12 02:35:08
7455,3991,2025-05-12 02:35:08
4257,2178,2025-05-12 02:35:08
3776,5456,2025-05-12 02:35:08
3433,3075,2025-05-12 02:35:08
1235,9328,2025-05-12 02:35:08
2564,5551,2025-05-12 02:35:08
7594,3518,2025-05-12 02:35:08
1209,7883,2025-05-12 02:35:08
4617,1124,2025-05-12 02:35:08
6844,4421,2025-05-12 02:35:08
8479,1888,2025-05-12 02:35:08
9501,5087,2025-05-12 02:35:08
4205,7658,2025-05-12 02:35:08
4379,9727,2025-05-12 02:35:08
5352,7900,2025-05-12 02:35:08
2279,8552,2025-05-12 02:35:08
5124,1396,2025-05-12 02:35:08
6833,3556,2025-05-12 02:35:08
3706,1006,2025-05-12 02:35:08
8919,5112,2025-05-12 02:35:08
6092,7074,2025-05-12 02:35:08
5472,7400,2025-05-12 02:35:08
9143,4939,2025-05-12 02:35:08
4461,9252,2025-05-12 02:35:08
2468,5345,2025-05-12 02:35:08
6740,9290,2025-05-12 02:35:08
5840,2408,2025-05-12 02:35:08
304,7139,2025-05-12 02:35:08
3202,5986,2025-05-12 02:35:08
8101,4491,2025-05-12 02:35:08
5097,4459,2025-05-12 02:35:08
3929,8302,2025-05-12 02:35:08
8782,9610,2025-05-12 02:35:08
1491,8874,2025-05-12 02:35:08
9277,1122,2025-05-12 02:35:08
2852,4463,2025-05-12 02:35:08
689,2706,2025-05-12 02:35:08
7417,2255,2025-05-12 02:35:08
4723,9484,2025-05-12 02:35:08
2970,6909,2025-05-12 02:35:08
3920,9911,2025-05-12 02:35:08
7751,9143,2025-05-12 02:35:08
1988,3514,2025-05-12 02:35:08
8008,2489,2025-05-12 02:35:08
4254,6671,2025-05-12 02:35:08
8748,5349,2025-05-12 02:35:08
7920,5591,2025-05-12 02:35:08
1749,4095,2025-05-12 02:35:08
1953,9496,2025-05-12 02:35:08
1348,8575,2025-05-12 02:35:08
8043,5465,2025-05-12 02:35:08
679,8658,2025-05-12 02:35:08
510,7317,2025-05-12 02:35:08
3568,7102,2025-05-12 02:35:08
3199,6087,2025-05-12 02:35:08
8670,6747,2025-05-12 02:35:08
5925,1415,2025-05-12 02:35:08
4535,2159,2025-05-12 02:35:08
2837,1286,2025-05-12 02:35:08
3083,5010,2025-05-12 02:35:08
3035,2623,2025-05-12 02:35:08
9919,4760,2025-05-12 02:35:08
1135,3825,2025-05-12 02:35:08
2292,2837,2025-05-12 02:35:08
3335,1493,2025-05-12 02:35:08
2738,2837,2025-05-12 02:35:08
1995,4465,2025-05-12 02:35:08
3266,5301,2025-05-12 02:35:08
4099,6538,2025-05-12 02:35:08
8475,4519,2025-05-12 02:35:08
4132,9032,2025-05-12 02:35:08
2231,4937,2025-05-12 02:35:08
5187,3524,2025-05-12 02:35:08
8468,4528,2025-05-12 02:35:08
4200,9313,2025-05-12 02:35:08
3587,1198,2025-05-12 02:35:08
344,1952,2025-05-12 02:35:08
4258,8301,2025-05-12 02:35:08
7793,5163,2025-05-12 02:35:08
9750,5384,2025-05-12 02:35:08
5110,1837,2025-05-12 02:35:08
9326,4452,2025-05-12 02:35:08
1206,5067,2025-05-12 02:35:08
8981,2208,2025-05-12 02:35:08
9772,5346,2025-05-12 02:35:08
4832,9702,2025-05-12 02:35:09
3855,1235,2025-05-12 02:35:09
9749,8158,2025-05-12 02:35:09
528,8896,2025-05-12 02:35:09
2289,5606,2025-05-12 02:35:09
8727,8451,2025-05-12 02:35:09
5219,2125,2025-05-12 02:35:09
601,9326,2025-05-12 02:35:09
4454,5064,2025-05-12 02:35:09
9218,3287,2025-05-12 02:35:09
5054,7880,2025-05-12 02:35:09
3063,3138,2025-05-12 02:35:09
2696,6712,2025-05-12 02:35:09
3653,9298,2025-05-12 02:35:09
5143,8248,2025-05-12 02:35:09
4842,1039,2025-05-12 02:35:09
5696,8510,2025-05-12 02:35:09
4640,8346,2025-05-12 02:35:09
6896,9988,2025-05-12 02:35:09
9250,6657,2025-05-12 02:35:09
3682,9596,2025-05-12 02:35:09
6713,5415,2025-05-12 02:35:09
4393,7519,2025-05-12 02:35:09
3043,4132,2025-05-12 02:35:09
8279,1852,2025-05-12 02:35:09
9901,6994,2025-05-12 02:35:09
3603,8227,2025-05-12 02:35:09
9345,3367,2025-05-12 02:35:09
5123,7945,2025-05-12 02:35:09
3222,3658,2025-05-12 02:35:09
5108,7005,2025-05-12 02:35:09
8041,1166,2025-05-12 02:35:09
6806,4124,2025-05-12 02:35:09
6942,4861,2025-05-12 02:35:09
631,1251,2025-05-12 02:35:09
9509,7031,2025-05-12 02:35:09
4982,5324,2025-05-12 02:35:09
9079,1881,2025-05-12 02:35:09
7661,5827,2025-05-12 02:35:09
3837,3784,2025-05-12 02:35:09
3960,1463,2025-05-12 02:35:09
696,2740,2025-05-12 02:35:09
7585,2908,2025-05-12 02:35:09
7850,3596,2025-05-12 02:35:09
876,6149,2025-05-12 02:35:09
5985,3479,2025-05-12 02:35:09
5821,1753,2025-05-12 02:35:09
6729,2014,2025-05-12 02:35:09
5452,4488,2025-05-12 02:35:09
3026,4150,2025-05-12 02:35:09
8426,2462,2025-05-12 02:35:09
2847,9424,2025-05-12 02:35:09
8264,3912,2025-05-12 02:35:09
1392,7523,2025-05-12 02:35:09
2065,8720,2025-05-12 02:35:09
6700,7985,2025-05-12 02:35:09
8712,1243,2025-05-12 02:35:09
5219,5752,2025-05-12 02:35:09
749,8110,2025-05-12 02:35:09
7259,3331,2025-05-12 02:35:09
1177,8301,2025-05-12 02:35:09
7035,1751,2025-05-12 02:35:09
3070,3558,2025-05-12 02:35:09
5006,6850,2025-05-12 02:35:09
7484,8125,2025-05-12 02:35:09
7135,2728,2025-05-12 02:35:09
8199,5707,2025-05-12 02:35:09
1561,2896,2025-05-12 02:35:09
5858,3668,2025-05-12 02:35:09
7255,7639,2025-05-12 02:35:09
5121,4124,2025-05-12 02:35:09
1995,9603,2025-05-12 02:35:09
1815,1355,2025-05-12 02:35:09
6530,2316,2025-05-12 02:35:09
7726,4815,2025-05-12 02:35:09
8020,7643,2025-05-12 02:35:09
2850,2893,2025-05-12 02:35:09
1970,4183,2025-05-12 02:35:09
1778,8446,2025-05-12 02:35:09
6038,5829,2025-05-12 02:35:09
8720,7746,2025-05-12 02:35:09
1324,4714,2025-05-12 02:35:09
6668,1861,2025-05-12 02:35:09
4784,1939,2025-05-12 02:35:09
871,2096,2025-05-12 02:35:09
3484,4386,2025-05-12 02:35:09
8362,1466,2025-05-12 02:35:09
7510,6394,2025-05-12 02:35:09
7438,9287,2025-05-12 02:35:09
3729,1914,2025-05-12 02:35:09
3895,6781,2025-05-12 02:35:09
440,3629,2025-05-12 02:35:09
3294,7931,2025-05-12 02:35:09
8626,1022,2025-05-12 02:35:09
4246,2039,2025-05-12 02:35:09
3037,2544,2025-05-12 02:35:09
9475,2999,2025-05-12 02:35:09
2688,7095,2025-05-12 02:35:09
5801,8815,2025-05-12 02:35:09
6018,4633,2025-05-12 02:35:09
2135,8705,2025-05-12 02:35:09
6404,6697,2025-05-12 02:35:09
2445,3907,2025-05-12 02:35:09
8819,4961,2025-05-12 02:35:09
5554,5103,2025-05-12 02:35:09
6140,7317,2025-05-12 02:35:09
6678,3097,2025-05-12 02:35:09
1619,1991,2025-05-12 02:35:09
653,9960,2025-05-12 02:35:09
7825,9330,2025-05-12 02:35:09
2804,6625,2025-05-12 02:35:09
2843,5914,2025-05-12 02:35:09
8776,7745,2025-05-12 02:35:09
1151,3939,2025-05-12 02:35:09
2880,5139,2025-05-12 02:35:09
4360,8199,2025-05-12 02:35:09
6920,1539,2025-05-12 02:35:09
2239,9453,2025-05-12 02:35:09
248,3754,2025-05-12 02:35:09
4562,4260,2025-05-12 02:35:09
4432,2161,2025-05-12 02:35:09
3158,2723,2025-05-12 02:35:09
103,5291,2025-05-12 02:35:09
3533,4022,2025-05-12 02:35:09
6197,1813,2025-05-12 02:35:09
5933,7254,2025-05-12 02:35:09
6950,4509,2025-05-12 02:35:09
8650,2392,2025-05-12 02:35:09
1787,4862,2025-05-12 02:35:09
6102,7867,2025-05-12 02:35:09
9851,6721,2025-05-12 02:35:09
2238,2905,2025-05-12 02:35:09
3871,3702,2025-05-12 02:35:09
3403,8204,2025-05-12 02:35:09
9818,5565,2025-05-12 02:35:09
5911,4901,2025-05-12 02:35:09
3944,7040,2025-05-12 02:35:09
1728,8651,2025-05-12 02:35:09
7327,2013,2025-05-12 02:35:09
3654,5398,2025-05-12 02:35:09
3475,3441,2025-05-12 02:35:09
3141,7808,2025-05-12 02:35:09
8403,9386,2025-05-12 02:35:09
1386,9075,2025-05-12 02:35:09
706,6948,2025-05-12 02:35:09
932,5344,2025-05-12 02:35:09
1345,3014,2025-05-12 02:35:09
7160,9172,2025-05-12 02:35:09
3926,3148,2025-05-12 02:35:09
159,4268,2025-05-12 02:35:09
7683,7765,2025-05-12 02:35:09
4539,1126,2025-05-12 02:35:09
7090,5523,2025-05-12 02:35:09
3861,4802,2025-05-12 02:35:09
9545,5543,2025-05-12 02:35:09
6609,8104,2025-05-12 02:35:09
9648,5099,2025-05-12 02:35:09
3832,5942,2025-05-12 02:35:09
5965,4013,2025-05-12 02:35:09
8850,4781,2025-05-12 02:35:09
4458,9716,2025-05-12 02:35:09
5050,6575,2025-05-12 02:35:09
5827,1491,2025-05-12 02:35:09
5254,5165,2025-05-12 02:35:09
7382,3719,2025-05-12 02:35:09
2965,6181,2025-05-12 02:35:09
9892,2969,2025-05-12 02:35:09
1265,9782,2025-05-12 02:35:09
4998,6142,2025-05-12 02:35:09
3579,1674,2025-05-12 02:35:09
3010,3521,2025-05-12 02:35:09
4982,6850,2025-05-12 02:35:09
7560,8466,2025-05-12 02:35:09
8803,9212,2025-05-12 02:35:09
9215,8827,2025-05-12 02:35:09
5846,3821,2025-05-12 02:35:09
8137,2152,2025-05-12 02:35:09
1991,6501,2025-05-12 02:35:09
4591,5151,2025-05-12 02:35:09
9297,3376,2025-05-12 02:35:09
5316,8790,2025-05-12 02:35:09
7333,1625,2025-05-12 02:35:09
1480,5778,2025-05-12 02:35:09
2110,5158,2025-05-12 02:35:09
6776,1011,2025-05-12 02:35:09
9741,8795,2025-05-12 02:35:09
4088,5009,2025-05-12 02:35:09
10,7013,2025-05-12 02:35:09
3380,7168,2025-05-12 02:35:09
4131,1082,2025-05-12 02:35:09
8069,1058,2025-05-12 02:35:09
6121,1366,2025-05-12 02:35:09
3674,7431,2025-05-12 02:35:09
4710,2899,2025-05-12 02:35:09
6426,6216,2025-05-12 02:35:09
9705,2020,2025-05-12 02:35:09
6555,9435,2025-05-12 02:35:09
7202,8097,2025-05-12 02:35:09
7830,5937,2025-05-12 02:35:09
3943,3930,2025-05-12 02:35:09
4454,3247,2025-05-12 02:35:09
9126,8324,2025-05-12 02:35:09
3314,2936,2025-05-12 02:35:09
821,7881,2025-05-12 02:35:09
5767,6308,2025-05-12 02:35:09
2189,3923,2025-05-12 02:35:09
9679,8780,2025-05-12 02:35:09
4189,5508,2025-05-12 02:35:09
2483,7644,2025-05-12 02:35:09
9468,5669,2025-05-12 02:35:09
7538,2912,2025-05-12 02:35:09
8010,4307,2025-05-12 02:35:10
4349,1642,2025-05-12 02:35:10
525,1434,2025-05-12 02:35:10
838,3467,2025-05-12 02:35:10
1196,7976,2025-05-12 02:35:10
5174,3351,2025-05-12 02:35:10
7543,9887,2025-05-12 02:35:10
6748,4701,2025-05-12 02:35:10
321,9339,2025-05-12 02:35:10
5366,9129,2025-05-12 02:35:10
9066,8405,2025-05-12 02:35:10
3947,5543,2025-05-12 02:35:10
3403,2678,2025-05-12 02:35:10
9118,9993,2025-05-12 02:35:10
2611,3769,2025-05-12 02:35:10
7551,8672,2025-05-12 02:35:10
9970,4846,2025-05-12 02:35:10
1464,5043,2025-05-12 02:35:10
8077,7211,2025-05-12 02:35:10
278,1614,2025-05-12 02:35:10
2581,1770,2025-05-12 02:35:10
6540,1116,2025-05-12 02:35:10
1027,5269,2025-05-12 02:35:10
642,9078,2025-05-12 02:35:10
2957,8068,2025-05-12 02:35:10
400,8593,2025-05-12 02:35:10
987,9659,2025-05-12 02:35:10
5151,7198,2025-05-12 02:35:10
8984,4829,2025-05-12 02:35:10
4323,8966,2025-05-12 02:35:10
1288,9897,2025-05-12 02:35:10
5565,8349,2025-05-12 02:35:10
4136,6560,2025-05-12 02:35:10
8486,4504,2025-05-12 02:35:10
4013,8543,2025-05-12 02:35:10
9873,4793,2025-05-12 02:35:10
1457,5175,2025-05-12 02:35:10
8830,1204,2025-05-12 02:35:10
4647,3296,2025-05-12 02:35:10
8819,6793,2025-05-12 02:35:10
5731,9408,2025-05-12 02:35:10
9524,9627,2025-05-12 02:35:10
9360,8235,2025-05-12 02:35:10
2119,6828,2025-05-12 02:35:10
6023,1617,2025-05-12 02:35:10
5362,5274,2025-05-12 02:35:10
7663,4659,2025-05-12 02:35:10
7343,5061,2025-05-12 02:35:10
539,9236,2025-05-12 02:35:10
4146,3942,2025-05-12 02:35:10
3912,9776,2025-05-12 02:35:10
7022,6269,2025-05-12 02:35:10
8210,4135,2025-05-12 02:35:10
2791,4151,2025-05-12 02:35:10
9134,5648,2025-05-12 02:35:10
8424,6962,2025-05-12 02:35:10
7853,9448,2025-05-12 02:35:10
3381,8864,2025-05-12 02:35:10
3553,2393,2025-05-12 02:35:10
7081,1684,2025-05-12 02:35:10
2559,1459,2025-05-12 02:35:10
4879,3574,2025-05-12 02:35:10
9667,9778,2025-05-12 02:35:10
9767,9613,2025-05-12 02:35:10
8553,4646,2025-05-12 02:35:10
4602,1765,2025-05-12 02:35:10
449,9724,2025-05-12 02:35:10
7121,6868,2025-05-12 02:35:10
1243,6984,2025-05-12 02:35:10
9520,7884,2025-05-12 02:35:10
9688,5939,2025-05-12 02:35:10
8383,5900,2025-05-12 02:35:10
2081,4659,2025-05-12 02:35:10
4092,8430,2025-05-12 02:35:10
9007,1239,2025-05-12 02:35:10
4308,1668,2025-05-12 02:35:10
789,2545,2025-05-12 02:35:10
6220,6349,2025-05-12 02:35:10
1063,7731,2025-05-12 02:35:10
4209,8744,2025-05-12 02:35:10
399,6559,2025-05-12 02:35:10
9693,9938,2025-05-12 02:35:10
579,3787,2025-05-12 02:35:10
3750,9511,2025-05-12 02:35:10
6040,2640,2025-05-12 02:35:10
999,9568,2025-05-12 02:35:10
4612,5043,2025-05-12 02:35:10
8630,9701,2025-05-12 02:35:10
2452,3930,2025-05-12 02:35:10
8924,5365,2025-05-12 02:35:10
7480,3564,2025-05-12 02:35:10
1808,1440,2025-05-12 02:35:10
7026,4293,2025-05-12 02:35:10
7219,5603,2025-05-12 02:35:10
3920,4827,2025-05-12 02:35:10
9506,5292,2025-05-12 02:35:10
5333,3116,2025-05-12 02:35:10
5764,2586,2025-05-12 02:35:10
1524,3095,2025-05-12 02:35:10
7071,8530,2025-05-12 02:35:10
624,8214,2025-05-12 02:35:10
8211,7303,2025-05-12 02:35:10
387,1829,2025-05-12 02:35:10
3448,5027,2025-05-12 02:35:10
2034,7066,2025-05-12 02:35:10
7602,8006,2025-05-12 02:35:10
6121,7524,2025-05-12 02:35:10
7886,7910,2025-05-12 02:35:10
4734,1572,2025-05-12 02:35:10
8978,3681,2025-05-12 02:35:10
7965,1795,2025-05-12 02:35:10
529,9989,2025-05-12 02:35:10
8355,2629,2025-05-12 02:35:10
3990,5063,2025-05-12 02:35:10
606,9535,2025-05-12 02:35:10
5604,9609,2025-05-12 02:35:10
1018,6749,2025-05-12 02:35:10
8891,5759,2025-05-12 02:35:10
9769,3678,2025-05-12 02:35:10
5579,9064,2025-05-12 02:35:10
8071,4124,2025-05-12 02:35:10
3145,5778,2025-05-12 02:35:10
7112,9668,2025-05-12 02:35:10
6822,5691,2025-05-12 02:35:10
5599,3120,2025-05-12 02:35:10
4985,8067,2025-05-12 02:35:10
4312,8200,2025-05-12 02:35:10
7069,2206,2025-05-12 02:35:10
5499,4121,2025-05-12 02:35:10
849,4453,2025-05-12 02:35:10
6643,2527,2025-05-12 02:35:10
8562,7945,2025-05-12 02:35:10
2899,2206,2025-05-12 02:35:10
8010,6423,2025-05-12 02:35:10
6100,3179,2025-05-12 02:35:10
3811,2606,2025-05-12 02:35:10
7494,2903,2025-05-12 02:35:10
8094,4711,2025-05-12 02:35:10
6336,9378,2025-05-12 02:35:10
7538,9783,2025-05-12 02:35:10
6185,2478,2025-05-12 02:35:10
9663,4045,2025-05-12 02:35:10
7933,9558,2025-05-12 02:35:10
3753,1208,2025-05-12 02:35:10
9900,8924,2025-05-12 02:35:10
4324,5684,2025-05-12 02:35:10
3053,9682,2025-05-12 02:35:10
9080,6809,2025-05-12 02:35:10
5037,6237,2025-05-12 02:35:10
3986,3222,2025-05-12 02:35:10
393,5097,2025-05-12 02:35:10
1587,4846,2025-05-12 02:35:10
6610,1205,2025-05-12 02:35:10
1310,6277,2025-05-12 02:35:10
5392,9430,2025-05-12 02:35:10
660,5677,2025-05-12 02:35:10
4009,5005,2025-05-12 02:35:10
227,8004,2025-05-12 02:35:10
8232,8027,2025-05-12 02:35:10
4349,8484,2025-05-12 02:35:10
8538,7965,2025-05-12 02:35:10
3085,2984,2025-05-12 02:35:10
1772,3016,2025-05-12 02:35:10
5888,3445,2025-05-12 02:35:10
5924,2319,2025-05-12 02:35:10
9558,4053,2025-05-12 02:35:10
8289,2136,2025-05-12 02:35:10
1453,4124,2025-05-12 02:35:10
3002,5131,2025-05-12 02:35:10
3952,6385,2025-05-12 02:35:10
8068,3146,2025-05-12 02:35:10
7723,2310,2025-05-12 02:35:10
4112,6572,2025-05-12 02:35:10
8626,5094,2025-05-12 02:35:10
6873,1642,2025-05-12 02:35:10
2954,3362,2025-05-12 02:35:10
4263,4094,2025-05-12 02:35:10
4403,2529,2025-05-12 02:35:10
5291,2218,2025-05-12 02:35:10
897,1380,2025-05-12 02:35:10
9426,6270,2025-05-12 02:35:10
1006,7714,2025-05-12 02:35:10
4287,9144,2025-05-12 02:35:10
2390,5318,2025-05-12 02:35:10
6822,9742,2025-05-12 02:35:10
8106,2245,2025-05-12 02:35:10
2604,8978,2025-05-12 02:35:10
6517,6386,2025-05-12 02:35:10
379,4541,2025-05-12 02:35:10
8540,1802,2025-05-12 02:35:10
8843,2381,2025-05-12 02:35:10
1147,2016,2025-05-12 02:35:10
2206,7877,2025-05-12 02:35:10
1593,5533,2025-05-12 02:35:10
408,7235,2025-05-12 02:35:10
3417,6670,2025-05-12 02:35:10
1250,7614,2025-05-12 02:35:10
2996,3639,2025-05-12 02:35:10
5675,9617,2025-05-12 02:35:10
853,5984,2025-05-12 02:35:10
5134,9146,2025-05-12 02:35:10
9857,2913,2025-05-12 02:35:10
1066,9051,2025-05-12 02:35:10
1533,1744,2025-05-12 02:35:10
9538,5686,2025-05-12 02:35:10
7423,2341,2025-05-12 02:35:10
5185,2305,2025-05-12 02:35:10
1698,4725,2025-05-12 02:35:10
5602,6033,2025-05-12 02:35:10
1157,9105,2025-05-12 02:35:10
1559,1698,2025-05-12 02:35:10
9205,4324,2025-05-12 02:35:10
856,3874,2025-05-12 02:35:11
3407,7704,2025-05-12 02:35:11
7030,3517,2025-05-12 02:35:11
2897,6483,2025-05-12 02:35:11
1776,1537,2025-05-12 02:35:11
7661,6860,2025-05-12 02:35:11
9578,8516,2025-05-12 02:35:11
3025,1062,2025-05-12 02:35:11
1273,6537,2025-05-12 02:35:11
6948,6653,2025-05-12 02:35:11
563,4572,2025-05-12 02:35:11
8161,9002,2025-05-12 02:35:11
9979,3896,2025-05-12 02:35:11
6157,2015,2025-05-12 02:35:11
7170,3217,2025-05-12 02:35:11
811,6996,2025-05-12 02:35:11
882,4977,2025-05-12 02:35:11
9451,4595,2025-05-12 02:35:11
1625,6525,2025-05-12 02:35:11
5821,1615,2025-05-12 02:35:11
5961,7975,2025-05-12 02:35:11
872,1994,2025-05-12 02:35:11
2913,2123,2025-05-12 02:35:11
7501,4384,2025-05-12 02:35:11
6299,1191,2025-05-12 02:35:11
2167,1174,2025-05-12 02:35:11
4473,2602,2025-05-12 02:35:11
5484,2867,2025-05-12 02:35:11
3925,4059,2025-05-12 02:35:11
