id,profesor_id,curso_id,fecha_asignacion
2393,PROF774,CUR3009,2023-01-16
2394,PROF869,CUR2064,2020-11-06
2395,PROF643,CUR4657,2023-01-28
2396,PROF189,CUR9181,2022-09-09
2397,PROF505,CUR7618,2022-05-30
2398,PROF630,CUR1974,2020-05-15
2399,PROF240,CUR1749,2021-05-29
2400,PROF552,CUR1683,2021-08-28
2401,PROF856,CUR4624,2020-08-15
2402,PROF266,CUR6111,2022-01-26
2403,PROF762,CUR8369,2020-01-07
2404,PROF974,CUR5651,2022-01-21
2405,PROF233,CUR1181,2023-04-26
2406,PROF317,CUR4778,2023-11-10
2407,PROF341,CUR5173,2023-02-06
2408,PROF591,CUR2262,2022-01-13
2409,PROF225,CUR4027,2022-06-02
2410,PROF444,CUR1338,2022-04-11
2411,PROF569,CUR4178,2022-06-17
2412,PROF716,CUR9737,2020-03-06
2413,PROF735,CUR8917,2020-08-24
2414,PROF322,CUR3332,2023-04-12
2415,PROF442,CUR3097,2022-02-26
2416,PROF175,CUR2706,2022-04-06
2417,PROF220,CUR3139,2021-06-09
2418,PROF906,CUR7073,2022-02-27
2419,PROF996,CUR6120,2020-05-18
2420,PROF335,CUR3418,2022-10-13
2421,PROF865,CUR8288,2020-12-16
2422,PROF843,CUR9935,2022-07-11
2423,PROF928,CUR9209,2023-10-16
2424,PROF128,CUR2538,2020-05-13
2425,PROF251,CUR2983,2022-03-14
2426,PROF674,CUR4901,2021-12-24
2427,PROF783,CUR4608,2022-02-08
2428,PROF148,CUR6242,2022-07-22
2429,PROF914,CUR2995,2023-03-14
2430,PROF702,CUR2786,2020-11-25
2431,PROF254,CUR3930,2020-02-12
2432,PROF880,CUR9312,2021-05-14
2433,PROF209,CUR2418,2023-06-24
2434,PROF836,CUR4937,2021-10-20
2435,PROF149,CUR3493,2021-09-04
2436,PROF997,CUR4155,2021-04-23
2437,PROF384,CUR4784,2023-02-28
2438,PROF222,CUR8375,2021-02-03
2439,PROF894,CUR7240,2022-09-29
2440,PROF848,CUR4092,2021-03-14
2441,PROF103,CUR8530,2021-05-26
2442,PROF773,CUR1052,2020-05-20
2443,PROF835,CUR5598,2023-05-17
2444,PROF980,CUR4213,2020-06-02
2445,PROF603,CUR7177,2022-08-25
2446,PROF945,CUR1717,2023-02-13
2447,PROF173,CUR9029,2022-12-02
2448,PROF739,CUR3171,2023-05-02
2449,PROF196,CUR8730,2022-05-29
2450,PROF265,CUR8079,2021-07-12
2451,PROF879,CUR9915,2020-06-30
2452,PROF442,CUR1460,2023-04-05
2453,PROF280,CUR5158,2021-04-28
2454,PROF350,CUR6151,2023-03-29
2455,PROF832,CUR7292,2022-02-23
2456,PROF135,CUR9963,2023-01-07
2457,PROF897,CUR3808,2022-02-12
2458,PROF273,CUR8773,2020-02-03
2459,PROF330,CUR9284,2021-12-23
2460,PROF402,CUR4523,2020-01-30
2461,PROF200,CUR9994,2021-04-30
2462,PROF558,CUR5278,2023-05-24
2463,PROF516,CUR6425,2022-11-16
2464,PROF549,CUR7250,2023-12-07
2465,PROF534,CUR3100,2020-11-03
2466,PROF762,CUR2438,2023-01-20
2467,PROF311,CUR5401,2021-10-15
2468,PROF953,CUR8591,2022-02-17
2469,PROF168,CUR2292,2021-04-14
2470,PROF962,CUR4559,2022-08-16
2471,PROF550,CUR8485,2022-06-30
2472,PROF180,CUR6184,2022-02-26
2473,PROF504,CUR2783,2021-02-16
2474,PROF778,CUR1729,2020-10-27
2475,PROF572,CUR8496,2022-01-20
2476,PROF465,CUR2963,2020-01-07
2477,PROF501,CUR5156,2022-04-28
2478,PROF123,CUR9058,2022-05-03
2479,PROF387,CUR1468,2022-01-20
2480,PROF858,CUR8007,2020-12-10
2481,PROF668,CUR5968,2020-11-18
2482,PROF426,CUR2209,2020-09-13
2483,PROF565,CUR9627,2022-11-20
2484,PROF976,CUR7949,2021-02-14
2485,PROF751,CUR3566,2021-03-10
2486,PROF204,CUR5205,2021-03-28
2487,PROF554,CUR4631,2021-01-25
2488,PROF762,CUR4901,2023-04-19
2489,PROF277,CUR2577,2021-05-25
2490,PROF612,CUR8685,2020-08-14
2491,PROF585,CUR9165,2023-11-09
2492,PROF480,CUR2905,2020-09-13
2493,PROF501,CUR7240,2021-03-12
2494,PROF596,CUR2335,2020-07-22
2495,PROF963,CUR2813,2022-01-31
2496,PROF861,CUR8789,2021-04-01
2497,PROF761,CUR7439,2022-12-29
2498,PROF556,CUR2310,2020-04-15
2499,PROF662,CUR5056,2022-10-15
2500,PROF800,CUR5994,2021-12-06
2501,PROF721,CUR5269,2021-11-22
2502,PROF441,CUR5539,2021-07-25
2503,PROF290,CUR3563,2020-02-21
2504,PROF886,CUR1503,2021-06-03
2505,PROF335,CUR6343,2021-07-09
2506,PROF449,CUR1927,2023-04-01
2507,PROF454,CUR9184,2023-10-26
2508,PROF273,CUR5119,2023-07-30
2509,PROF125,CUR4153,2022-09-19
2510,PROF931,CUR5247,2020-04-21
2511,PROF546,CUR1360,2020-12-15
2512,PROF411,CUR4329,2021-12-03
2513,PROF526,CUR8936,2021-04-20
2514,PROF473,CUR6745,2023-02-12
2515,PROF289,CUR1413,2021-01-20
2516,PROF829,CUR5995,2023-11-08
2517,PROF474,CUR6846,2021-02-19
2518,PROF670,CUR5898,2023-01-23
2519,PROF612,CUR8726,2022-05-01
2520,PROF845,CUR4674,2023-03-12
2521,PROF350,CUR8960,2023-12-07
2522,PROF798,CUR8005,2020-08-06
2523,PROF549,CUR9418,2021-01-07
2524,PROF710,CUR7482,2020-02-07
2525,PROF115,CUR9152,2023-11-22
2526,PROF437,CUR3199,2023-09-09
2527,PROF548,CUR1202,2023-11-22
2528,PROF391,CUR2884,2020-12-09
2529,PROF775,CUR6797,2020-01-12
2530,PROF763,CUR7107,2021-04-24
2531,PROF493,CUR9475,2023-09-24
2532,PROF268,CUR8968,2020-09-25
2533,PROF359,CUR1240,2020-05-28
2534,PROF527,CUR6078,2020-08-28
2535,PROF175,CUR6251,2022-12-06
2536,PROF490,CUR8211,2022-10-30
2537,PROF122,CUR3947,2021-02-05
2538,PROF403,CUR8973,2021-05-07
2539,PROF275,CUR9042,2022-03-20
2540,PROF763,CUR1523,2020-01-28
2541,PROF129,CUR5679,2020-04-13
2542,PROF273,CUR8149,2023-07-15
2543,PROF950,CUR7669,2022-08-14
2544,PROF729,CUR8307,2023-01-31
2545,PROF273,CUR3989,2022-11-02
2546,PROF382,CUR1806,2022-08-25
2547,PROF697,CUR7619,2020-11-07
2548,PROF403,CUR7293,2021-03-06
2549,PROF117,CUR3954,2021-06-01
2550,PROF520,CUR9977,2021-07-09
2551,PROF584,CUR6137,2021-12-03
2552,PROF657,CUR7361,2023-10-15
2553,PROF903,CUR5535,2023-09-14
2554,PROF842,CUR4685,2023-02-02
2555,PROF825,CUR1779,2023-02-23
2556,PROF833,CUR4311,2022-07-17
2557,PROF704,CUR8700,2023-06-13
2558,PROF555,CUR8841,2021-12-06
2559,PROF895,CUR3270,2022-10-04
2560,PROF666,CUR3497,2021-11-10
2561,PROF589,CUR8711,2020-11-24
2562,PROF566,CUR2314,2022-05-03
2563,PROF482,CUR8504,2021-10-19
2564,PROF727,CUR7679,2022-04-11
2565,PROF500,CUR6281,2020-04-19
2566,PROF911,CUR9314,2022-08-28
2567,PROF434,CUR1091,2022-02-22
2568,PROF219,CUR3860,2020-11-03
2569,PROF802,CUR2991,2022-03-13
2570,PROF380,CUR4921,2021-07-17
2571,PROF817,CUR6892,2022-11-23
2572,PROF669,CUR5039,2021-03-22
2573,PROF266,CUR5470,2022-07-04
2574,PROF937,CUR9079,2021-12-23
2575,PROF154,CUR7337,2020-12-07
2576,PROF903,CUR8012,2021-09-25
2577,PROF630,CUR6362,2023-04-10
2578,PROF233,CUR5816,2023-10-03
2579,PROF610,CUR7661,2022-11-02
2580,PROF437,CUR3943,2022-05-04
2581,PROF604,CUR4057,2022-04-23
2582,PROF701,CUR3800,2021-02-09
2583,PROF713,CUR2977,2022-08-31
2584,PROF129,CUR6379,2020-12-22
2585,PROF292,CUR1203,2020-06-08
2586,PROF386,CUR7782,2021-09-11
2587,PROF829,CUR1356,2022-06-16
2588,PROF426,CUR2906,2020-10-21
2589,PROF224,CUR8012,2022-12-29
2590,PROF276,CUR8513,2021-04-21
2591,PROF468,CUR5902,2021-02-01
2592,PROF189,CUR4366,2023-01-23
2593,PROF554,CUR6758,2022-11-28
2594,PROF521,CUR5311,2023-02-17
2595,PROF158,CUR6166,2022-09-28
2596,PROF251,CUR5920,2022-03-30
2597,PROF945,CUR9843,2020-12-17
2598,PROF765,CUR9431,2023-09-27
2599,PROF424,CUR1529,2023-11-10
2600,PROF585,CUR4974,2023-08-09
2601,PROF542,CUR6355,2022-01-14
2602,PROF710,CUR2062,2023-02-07
2603,PROF308,CUR7811,2020-02-27
2604,PROF411,CUR8882,2022-12-04
2605,PROF519,CUR1168,2023-08-20
2606,PROF694,CUR8800,2023-04-13
2607,PROF214,CUR3670,2021-12-06
2608,PROF137,CUR6730,2022-01-05
2609,PROF126,CUR2916,2021-07-02
2610,PROF126,CUR3079,2023-12-01
2611,PROF454,CUR2303,2022-01-28
2612,PROF675,CUR2173,2021-09-08
2613,PROF774,CUR5556,2022-07-19
2614,PROF290,CUR6935,2023-07-25
2615,PROF739,CUR4253,2020-02-28
2616,PROF176,CUR9804,2020-04-10
2617,PROF122,CUR5409,2023-08-22
2618,PROF921,CUR4829,2020-11-05
2619,PROF839,CUR4596,2020-07-15
2620,PROF740,CUR3586,2021-01-23
2621,PROF200,CUR8877,2022-05-30
2622,PROF379,CUR4273,2023-01-04
2623,PROF666,CUR7442,2020-05-13
2624,PROF502,CUR2124,2020-05-20
2625,PROF939,CUR3277,2023-08-25
2626,PROF280,CUR7602,2023-09-01
2627,PROF490,CUR9738,2020-11-23
2628,PROF367,CUR4633,2023-09-19
2629,PROF388,CUR3907,2022-07-03
2630,PROF651,CUR1777,2023-12-24
2631,PROF851,CUR4691,2023-03-02
2632,PROF995,CUR4282,2020-01-09
2633,PROF140,CUR2631,2020-10-11
2634,PROF854,CUR6380,2022-01-16
2635,PROF444,CUR9878,2020-09-15
2636,PROF255,CUR2731,2023-08-30
2637,PROF159,CUR3916,2021-01-11
2638,PROF625,CUR9346,2020-07-13
2639,PROF631,CUR1064,2021-06-17
2640,PROF492,CUR7754,2023-04-27
2641,PROF375,CUR3206,2023-12-03
2642,PROF245,CUR7724,2023-02-15
2643,PROF779,CUR1275,2023-11-01
2644,PROF408,CUR6116,2022-03-06
2645,PROF533,CUR8041,2022-11-29
2646,PROF184,CUR1006,2022-02-01
2647,PROF250,CUR8229,2020-10-14
2648,PROF280,CUR9197,2021-05-15
2649,PROF233,CUR2368,2023-03-28
2650,PROF663,CUR2596,2021-07-12
2651,PROF550,CUR8019,2023-12-08
2652,PROF667,CUR8167,2020-04-08
2653,PROF139,CUR8186,2022-10-18
2654,PROF166,CUR2309,2023-10-03
2655,PROF454,CUR1085,2023-03-27
2656,PROF886,CUR7760,2023-04-07
2657,PROF635,CUR7704,2020-01-02
2658,PROF741,CUR1624,2021-01-19
2659,PROF154,CUR9064,2021-01-02
2660,PROF425,CUR2887,2021-12-03
2661,PROF398,CUR9398,2022-05-07
2662,PROF121,CUR8702,2023-11-04
2663,PROF859,CUR5844,2021-04-05
2664,PROF872,CUR2696,2020-02-01
2665,PROF301,CUR2893,2020-06-12
2666,PROF856,CUR3582,2021-05-02
2667,PROF210,CUR5827,2023-12-19
2668,PROF763,CUR9746,2021-09-14
2669,PROF615,CUR7962,2022-01-23
2670,PROF837,CUR6852,2023-08-06
2671,PROF946,CUR9978,2023-06-05
2672,PROF529,CUR2121,2022-05-15
2673,PROF168,CUR1603,2020-01-12
2674,PROF105,CUR1850,2023-07-10
2675,PROF319,CUR7006,2021-05-22
2676,PROF346,CUR8021,2022-03-10
2677,PROF927,CUR4355,2022-12-18
2678,PROF341,CUR9043,2021-08-03
2679,PROF923,CUR1894,2021-03-06
2680,PROF551,CUR2666,2023-06-27
2681,PROF812,CUR3412,2022-04-27
2682,PROF572,CUR8614,2020-10-26
2683,PROF240,CUR8751,2023-02-10
2684,PROF727,CUR6901,2022-10-15
2685,PROF122,CUR8010,2020-01-11
2686,PROF168,CUR1631,2021-02-17
2687,PROF813,CUR8007,2022-11-05
2688,PROF699,CUR8740,2021-09-16
2689,PROF218,CUR3320,2023-12-27
2690,PROF531,CUR7848,2022-06-08
2691,PROF817,CUR5718,2021-04-11
2692,PROF816,CUR4399,2022-04-21
2693,PROF801,CUR1471,2020-11-25
2694,PROF570,CUR5978,2022-05-15
2695,PROF920,CUR3959,2022-08-13
2696,PROF673,CUR2939,2021-04-25
2697,PROF447,CUR1978,2023-06-29
2698,PROF276,CUR3231,2020-01-19
2699,PROF962,CUR3777,2022-09-06
2700,PROF404,CUR3098,2023-01-24
2701,PROF836,CUR5449,2020-04-03
2702,PROF530,CUR6443,2021-08-09
2703,PROF454,CUR9791,2020-12-22
2704,PROF227,CUR1939,2022-08-28
2705,PROF697,CUR6260,2023-03-26
2706,PROF718,CUR4229,2021-12-17
2707,PROF345,CUR1278,2023-11-05
2708,PROF306,CUR9247,2021-06-20
2709,PROF384,CUR7594,2023-09-11
2710,PROF411,CUR9746,2023-11-08
2711,PROF730,CUR6341,2023-02-25
2712,PROF927,CUR7327,2022-12-28
2713,PROF668,CUR7239,2021-01-12
2714,PROF933,CUR2032,2023-06-20
2715,PROF917,CUR2386,2020-09-01
2716,PROF830,CUR1415,2023-08-11
2717,PROF583,CUR5360,2022-05-20
2718,PROF306,CUR1710,2020-09-29
2719,PROF795,CUR9898,2022-05-17
2720,PROF634,CUR1549,2021-05-26
2721,PROF491,CUR3359,2021-04-05
2722,PROF360,CUR2683,2023-09-19
2723,PROF424,CUR2023,2020-11-29
2724,PROF454,CUR6975,2020-10-18
2725,PROF380,CUR1351,2021-02-19
2726,PROF595,CUR9172,2021-05-15
2727,PROF821,CUR4750,2023-04-19
2728,PROF154,CUR3400,2023-10-07
2729,PROF190,CUR5377,2023-06-12
2730,PROF232,CUR9093,2022-07-23
2731,PROF120,CUR2056,2020-03-14
2732,PROF162,CUR8826,2020-05-04
2733,PROF644,CUR1624,2021-07-14
2734,PROF526,CUR7344,2021-05-28
2735,PROF590,CUR9151,2021-08-23
2736,PROF611,CUR4785,2020-03-01
2737,PROF469,CUR4794,2020-03-18
2738,PROF604,CUR7892,2021-10-08
2739,PROF878,CUR1419,2023-02-09
2740,PROF305,CUR4852,2023-09-17
2741,PROF426,CUR6739,2022-02-10
2742,PROF617,CUR8599,2020-06-27
2743,PROF440,CUR9271,2020-02-15
2744,PROF485,CUR1552,2023-03-03
2745,PROF890,CUR4579,2022-02-03
2746,PROF202,CUR3103,2021-12-08
2747,PROF484,CUR6255,2022-05-01
2748,PROF961,CUR8166,2021-08-30
2749,PROF914,CUR2912,2020-04-16
2750,PROF160,CUR6635,2021-03-25
2751,PROF774,CUR5667,2021-04-27
2752,PROF546,CUR1569,2020-07-12
2753,PROF964,CUR4666,2020-07-15
2754,PROF369,CUR5981,2020-05-28
2755,PROF274,CUR4691,2020-10-07
2756,PROF578,CUR7663,2023-02-13
2757,PROF557,CUR3830,2023-08-01
2758,PROF560,CUR2323,2022-09-02
2759,PROF716,CUR2008,2022-12-24
2760,PROF190,CUR8254,2020-04-11
2761,PROF540,CUR2747,2023-11-16
2762,PROF559,CUR6706,2023-06-20
2763,PROF699,CUR8218,2021-07-23
2764,PROF699,CUR9992,2020-09-23
2765,PROF338,CUR1051,2023-05-05
2766,PROF357,CUR1996,2020-06-26
2767,PROF267,CUR4947,2020-05-04
2768,PROF616,CUR1505,2021-05-31
2769,PROF485,CUR6643,2020-02-21
2770,PROF988,CUR9798,2023-03-27
2771,PROF723,CUR3032,2020-11-13
2772,PROF301,CUR6880,2023-07-22
2773,PROF600,CUR6125,2020-12-31
2774,PROF807,CUR9297,2023-04-14
2775,PROF136,CUR7061,2021-09-08
2776,PROF439,CUR2644,2020-02-03
2777,PROF739,CUR4252,2022-03-19
2778,PROF531,CUR2532,2020-12-15
2779,PROF699,CUR2710,2023-09-07
2780,PROF404,CUR3557,2022-04-11
2781,PROF263,CUR9380,2020-01-05
2782,PROF155,CUR2272,2021-11-28
2783,PROF471,CUR7312,2022-09-03
2784,PROF421,CUR5428,2023-01-13
2785,PROF336,CUR1322,2023-09-25
2786,PROF499,CUR8216,2022-05-30
2787,PROF378,CUR5720,2020-11-15
2788,PROF669,CUR8604,2023-04-10
2789,PROF476,CUR3679,2023-04-24
2790,PROF332,CUR9149,2020-10-27
2791,PROF810,CUR7952,2023-06-24
2792,PROF502,CUR9664,2020-04-16
2793,PROF884,CUR5777,2022-11-04
2794,PROF461,CUR1635,2020-11-16
2795,PROF418,CUR8406,2023-12-26
2796,PROF198,CUR5982,2022-01-12
2797,PROF458,CUR8877,2023-06-23
2798,PROF503,CUR5498,2020-10-28
2799,PROF507,CUR5203,2021-08-07
2800,PROF494,CUR7376,2021-10-13
2801,PROF418,CUR9441,2023-03-12
2802,PROF181,CUR8056,2020-12-10
2803,PROF777,CUR5761,2023-12-23
2804,PROF778,CUR3678,2021-03-12
2805,PROF456,CUR2715,2023-12-11
2806,PROF836,CUR4685,2020-06-16
2807,PROF316,CUR6428,2020-12-21
2808,PROF980,CUR1687,2022-07-21
2809,PROF616,CUR1833,2022-10-03
2810,PROF190,CUR4101,2021-04-27
2811,PROF276,CUR6295,2021-04-06
2812,PROF932,CUR2135,2023-05-31
2813,PROF929,CUR5736,2022-11-30
2814,PROF800,CUR6270,2021-10-28
2815,PROF513,CUR3734,2020-10-10
2816,PROF289,CUR6022,2020-10-29
2817,PROF176,CUR6216,2023-09-25
2818,PROF703,CUR3561,2020-07-17
2819,PROF705,CUR6296,2023-01-15
2820,PROF166,CUR1294,2020-06-04
2821,PROF983,CUR5000,2023-01-23
2822,PROF635,CUR5242,2022-04-16
2823,PROF948,CUR7295,2023-12-18
2824,PROF225,CUR4189,2021-06-09
2825,PROF382,CUR2039,2022-05-19
2826,PROF403,CUR5394,2021-11-26
2827,PROF864,CUR1284,2022-12-31
2828,PROF357,CUR1246,2021-10-12
2829,PROF108,CUR4394,2023-12-13
2830,PROF616,CUR4129,2021-09-28
2831,PROF183,CUR6535,2020-06-05
2832,PROF274,CUR1108,2022-07-15
2833,PROF775,CUR2612,2021-08-26
2834,PROF842,CUR2140,2021-05-22
2835,PROF228,CUR6456,2023-07-29
2836,PROF917,CUR8966,2023-01-06
2837,PROF480,CUR1062,2021-07-06
2838,PROF731,CUR3609,2023-05-30
2839,PROF205,CUR2833,2020-10-04
2840,PROF484,CUR7283,2022-11-06
2841,PROF657,CUR2819,2021-10-21
2842,PROF454,CUR3341,2021-07-02
2843,PROF470,CUR8259,2021-07-19
2844,PROF224,CUR1449,2022-04-21
2845,PROF408,CUR8885,2023-03-04
2846,PROF672,CUR4542,2021-07-19
2847,PROF270,CUR1938,2022-09-26
2848,PROF955,CUR5067,2023-08-02
2849,PROF381,CUR3185,2022-06-05
2850,PROF501,CUR1565,2021-12-16
2851,PROF870,CUR9783,2022-11-02
2852,PROF606,CUR4378,2020-03-14
2853,PROF750,CUR2369,2021-09-22
2854,PROF527,CUR6746,2020-06-11
2855,PROF161,CUR8178,2022-10-21
2856,PROF720,CUR2279,2023-03-08
2857,PROF476,CUR7409,2022-11-20
2858,PROF957,CUR2628,2020-06-07
2859,PROF661,CUR9477,2022-06-30
2860,PROF800,CUR9999,2023-10-19
2861,PROF107,CUR7239,2021-09-27
2862,PROF814,CUR4553,2020-10-25
2863,PROF389,CUR5719,2023-03-18
2864,PROF875,CUR9192,2021-07-23
2865,PROF550,CUR6257,2023-05-13
2866,PROF664,CUR7477,2022-11-21
2867,PROF117,CUR4626,2023-04-06
2868,PROF123,CUR2464,2020-04-11
2869,PROF718,CUR1404,2022-04-09
2870,PROF864,CUR3069,2022-09-26
2871,PROF445,CUR9748,2022-08-27
2872,PROF466,CUR2284,2020-10-01
2873,PROF860,CUR1956,2022-03-28
2874,PROF878,CUR7683,2020-03-20
2875,PROF850,CUR9263,2022-10-18
2876,PROF750,CUR4156,2021-09-13
2877,PROF736,CUR5338,2022-10-07
2878,PROF861,CUR4195,2021-10-15
2879,PROF715,CUR6246,2022-04-19
2880,PROF259,CUR9548,2021-06-09
2881,PROF399,CUR3614,2020-03-30
2882,PROF105,CUR3978,2022-10-31
2883,PROF237,CUR8459,2020-01-16
2884,PROF616,CUR2010,2021-01-20
2885,PROF854,CUR4844,2023-02-08
2886,PROF811,CUR6231,2021-12-09
2887,PROF522,CUR1859,2022-05-05
2888,PROF809,CUR5725,2021-06-12
2889,PROF363,CUR7134,2021-07-21
2890,PROF566,CUR2922,2022-12-31
2891,PROF297,CUR4574,2020-11-30
2892,PROF330,CUR4019,2022-01-05
2893,PROF421,CUR7773,2023-10-13
2894,PROF259,CUR6084,2023-02-11
2895,PROF900,CUR7450,2022-07-06
2896,PROF222,CUR6913,2021-11-22
2897,PROF777,CUR8696,2020-11-24
2898,PROF875,CUR6435,2020-06-09
2899,PROF449,CUR2343,2020-04-19
2900,PROF950,CUR1759,2020-06-13
2901,PROF938,CUR1495,2023-04-15
2902,PROF830,CUR4611,2020-10-04
2903,PROF536,CUR4166,2020-06-04
2904,PROF906,CUR2304,2020-08-06
2905,PROF492,CUR1281,2023-01-28
2906,PROF196,CUR5439,2020-02-10
2907,PROF499,CUR2813,2023-01-14
2908,PROF107,CUR9563,2021-08-08
2909,PROF262,CUR9564,2022-11-16
2910,PROF505,CUR1583,2023-04-28
2911,PROF164,CUR8679,2022-07-17
2912,PROF886,CUR1873,2023-08-18
2913,PROF383,CUR6848,2022-01-23
2914,PROF304,CUR3603,2023-05-02
2915,PROF812,CUR1721,2021-01-12
2916,PROF102,CUR6816,2021-03-14
2917,PROF918,CUR3358,2021-04-12
2918,PROF774,CUR1610,2020-10-14
2919,PROF347,CUR2471,2020-08-07
2920,PROF343,CUR4131,2023-10-14
2921,PROF253,CUR6854,2022-08-20
2922,PROF320,CUR9359,2021-02-19
2923,PROF839,CUR2364,2020-02-24
2924,PROF777,CUR7340,2023-07-20
2925,PROF252,CUR4723,2023-08-22
2926,PROF754,CUR1149,2021-10-30
2927,PROF744,CUR5774,2021-04-09
2928,PROF249,CUR8045,2022-12-11
2929,PROF614,CUR6570,2022-06-20
2930,PROF903,CUR7131,2020-12-05
2931,PROF689,CUR4276,2023-12-01
2932,PROF250,CUR4244,2023-02-21
2933,PROF396,CUR6360,2023-01-20
2934,PROF399,CUR6988,2021-12-20
2935,PROF283,CUR5234,2020-08-17
2936,PROF194,CUR9815,2023-05-06
2937,PROF619,CUR1117,2020-02-14
2938,PROF503,CUR1376,2022-01-16
2939,PROF915,CUR8694,2020-12-17
2940,PROF153,CUR3539,2022-04-11
2941,PROF813,CUR3070,2021-05-15
2942,PROF845,CUR7731,2022-04-06
2943,PROF435,CUR6547,2022-12-23
2944,PROF136,CUR4814,2021-07-29
2945,PROF457,CUR3115,2020-03-06
2946,PROF829,CUR5181,2021-11-05
2947,PROF237,CUR1719,2020-01-04
2948,PROF130,CUR6194,2020-10-23
2949,PROF370,CUR1368,2021-11-28
2950,PROF856,CUR9434,2022-12-18
2951,PROF809,CUR7731,2020-12-01
2952,PROF434,CUR6016,2023-03-18
2953,PROF842,CUR3871,2022-11-09
2954,PROF835,CUR7558,2020-08-18
2955,PROF231,CUR5109,2020-08-04
2956,PROF617,CUR2981,2021-12-29
2957,PROF512,CUR9672,2021-04-11
2958,PROF616,CUR8647,2022-11-13
2959,PROF428,CUR5658,2021-05-02
2960,PROF411,CUR3936,2023-05-06
2961,PROF414,CUR6137,2020-11-02
2962,PROF668,CUR8416,2022-12-21
2963,PROF104,CUR6018,2022-02-16
2964,PROF327,CUR2715,2022-05-07
2965,PROF374,CUR7173,2020-03-08
2966,PROF939,CUR4810,2022-12-20
2967,PROF797,CUR9768,2022-07-03
2968,PROF365,CUR4567,2022-05-06
2969,PROF609,CUR9459,2021-01-07
2970,PROF759,CUR2953,2020-01-07
2971,PROF368,CUR7533,2020-07-07
2972,PROF211,CUR4599,2021-10-10
2973,PROF989,CUR2695,2023-11-10
2974,PROF155,CUR9498,2022-04-02
2975,PROF162,CUR8517,2020-03-31
2976,PROF771,CUR4258,2020-11-26
2977,PROF452,CUR4470,2023-11-11
2978,PROF841,CUR7703,2021-09-07
2979,PROF789,CUR8529,2020-10-19
2980,PROF362,CUR1274,2021-03-14
2981,PROF210,CUR8901,2022-10-30
2982,PROF623,CUR1833,2022-07-11
2983,PROF679,CUR5663,2020-06-23
2984,PROF733,CUR8697,2022-04-25
2985,PROF478,CUR6817,2022-03-09
2986,PROF782,CUR4868,2023-02-06
2987,PROF403,CUR6980,2023-02-02
2988,PROF513,CUR1146,2021-05-23
2989,PROF399,CUR1566,2020-10-16
2990,PROF332,CUR8159,2022-06-15
2991,PROF459,CUR2967,2021-05-29
2992,PROF524,CUR5502,2021-11-14
2993,PROF582,CUR4952,2021-10-03
2994,PROF763,CUR6840,2023-11-07
2995,PROF558,CUR4546,2020-03-08
2996,PROF437,CUR8878,2020-10-11
2997,PROF888,CUR1715,2022-08-22
2998,PROF407,CUR9596,2020-04-25
2999,PROF506,CUR4149,2022-04-22
3000,PROF475,CUR1403,2021-09-27
3001,PROF108,CUR1514,2022-10-29
3002,PROF796,CUR8068,2023-05-13
3003,PROF176,CUR4244,2023-07-29
3004,PROF912,CUR5698,2021-10-20
3005,PROF950,CUR8295,2022-04-03
3006,PROF213,CUR6082,2020-04-27
3007,PROF435,CUR8336,2023-09-01
3008,PROF646,CUR7701,2021-02-21
3009,PROF870,CUR4546,2022-12-21
3010,PROF633,CUR4366,2022-08-06
3011,PROF317,CUR2826,2021-01-17
3012,PROF713,CUR8538,2021-04-22
3013,PROF336,CUR1843,2023-03-22
3014,PROF707,CUR5935,2023-05-31
3015,PROF488,CUR7747,2020-11-25
3016,PROF233,CUR2761,2023-10-03
3017,PROF820,CUR4831,2020-10-10
3018,PROF687,CUR8984,2020-01-09
3019,PROF692,CUR6972,2023-10-18
3020,PROF630,CUR7364,2023-09-19
3021,PROF687,CUR6383,2021-03-10
3022,PROF953,CUR6291,2020-06-01
3023,PROF655,CUR4236,2021-11-26
3024,PROF708,CUR6114,2022-08-30
3025,PROF168,CUR4761,2021-08-24
3026,PROF210,CUR7069,2023-10-27
3027,PROF608,CUR7927,2023-11-22
3028,PROF202,CUR1471,2023-04-09
3029,PROF276,CUR7503,2023-12-18
3030,PROF721,CUR2534,2022-12-02
3031,PROF888,CUR1377,2023-11-12
3032,PROF524,CUR8673,2020-06-26
3033,PROF463,CUR4055,2020-05-01
3034,PROF604,CUR9361,2020-01-20
3035,PROF900,CUR6693,2020-11-17
3036,PROF873,CUR5685,2020-09-12
3037,PROF349,CUR6026,2022-02-23
3038,PROF142,CUR8497,2022-02-01
3039,PROF151,CUR3219,2023-04-17
3040,PROF469,CUR8365,2020-01-12
3041,PROF724,CUR2008,2021-02-04
3042,PROF458,CUR9277,2020-07-16
3043,PROF155,CUR7718,2020-11-20
3044,PROF201,CUR2225,2023-06-01
3045,PROF944,CUR1805,2020-08-01
3046,PROF151,CUR2025,2022-02-12
3047,PROF645,CUR5733,2020-10-26
3048,PROF570,CUR1822,2020-12-16
3049,PROF992,CUR3313,2020-08-16
3050,PROF327,CUR2802,2022-07-06
3051,PROF647,CUR1040,2021-10-23
3052,PROF243,CUR8860,2022-02-05
3053,PROF760,CUR5943,2023-05-15
3054,PROF912,CUR5771,2020-07-29
3055,PROF265,CUR9223,2020-06-11
3056,PROF375,CUR1654,2022-12-02
3057,PROF290,CUR4868,2020-04-07
