codigo,nombre,horario,ciclo,created_at
CUR03979,Qumica,Lun 18:00-20:00,2024-1,2025-05-12 02:33:13
CUR03980,Informtica,Sab 08:00-11:00,2024-2,2025-05-12 02:33:13
CUR03981,Matemticas,Sab 08:00-11:00,2024-1,2025-05-12 02:33:13
CUR03982,Literatura,Lun 18:00-20:00,2024-1,2025-05-12 02:33:13
CUR03983,Informtica,Lun 18:00-20:00,2024-2,2025-05-12 02:33:13
CUR03984,Filosofa,Sab 08:00-11:00,2022-1,2025-05-12 02:33:13
CUR03985,Historia,Lun 18:00-20:00,2022-2,2025-05-12 02:33:13
CUR03986,Biologa,Vie 14:00-16:00,2023-2,2025-05-12 02:33:13
CUR03987,Historia,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:13
CUR03988,Literatura,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:13
CUR03989,Literatura,Sab 08:00-11:00,2023-2,2025-05-12 02:33:13
CUR03990,Qumica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:13
CUR03991,Literatura,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:13
CUR03992,Filosofa,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:13
CUR03993,Matemticas,Vie 14:00-16:00,2024-2,2025-05-12 02:33:13
CUR03994,Fsica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:13
CUR03995,Informtica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:13
CUR03996,Matemticas,Lun 18:00-20:00,2022-2,2025-05-12 02:33:13
CUR03997,Matemticas,Vie 14:00-16:00,2023-2,2025-05-12 02:33:13
CUR03998,Informtica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:13
CUR03999,Filosofa,Sab 08:00-11:00,2023-1,2025-05-12 02:33:13
CUR04000,Biologa,Lun 18:00-20:00,2023-1,2025-05-12 02:33:13
CUR04001,Filosofa,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:13
CUR04002,Fsica,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:13
CUR04003,Filosofa,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:13
CUR04004,Literatura,Sab 08:00-11:00,2024-2,2025-05-12 02:33:13
CUR04005,Qumica,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:13
CUR04006,Fsica,Sab 08:00-11:00,2023-1,2025-05-12 02:33:13
CUR04007,Literatura,Vie 14:00-16:00,2024-2,2025-05-12 02:33:13
CUR04008,Matemticas,Vie 14:00-16:00,2024-2,2025-05-12 02:33:13
CUR04009,Fsica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:13
CUR04010,Historia,Lun 18:00-20:00,2023-2,2025-05-12 02:33:13
CUR04011,Biologa,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:13
CUR04012,Fsica,Lun 18:00-20:00,2024-1,2025-05-12 02:33:13
CUR04013,Fsica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:13
CUR04014,Qumica,Sab 08:00-11:00,2023-2,2025-05-12 02:33:13
CUR04015,Biologa,Vie 14:00-16:00,2024-2,2025-05-12 02:33:13
CUR04016,Qumica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:13
CUR04017,Literatura,Vie 14:00-16:00,2024-2,2025-05-12 02:33:13
CUR04018,Literatura,Sab 08:00-11:00,2023-1,2025-05-12 02:33:13
CUR04019,Literatura,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:13
CUR04020,Fsica,Lun 18:00-20:00,2023-2,2025-05-12 02:33:13
CUR04021,Filosofa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:13
CUR04022,Historia,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:13
CUR04023,Informtica,Vie 14:00-16:00,2022-1,2025-05-12 02:33:13
CUR04024,Fsica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:13
CUR04025,Qumica,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:13
CUR04026,Qumica,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:13
CUR04027,Fsica,Sab 08:00-11:00,2022-2,2025-05-12 02:33:13
CUR04028,Informtica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:13
CUR04029,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:13
CUR04030,Informtica,Vie 14:00-16:00,2023-2,2025-05-12 02:33:13
CUR04031,Informtica,Vie 14:00-16:00,2022-1,2025-05-12 02:33:13
CUR04032,Fsica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:13
CUR04033,Informtica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:13
CUR04034,Informtica,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:13
CUR04035,Informtica,Sab 08:00-11:00,2022-2,2025-05-12 02:33:13
CUR04036,Informtica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:13
CUR04037,Literatura,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:13
CUR04038,Literatura,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:13
CUR04039,Matemticas,Vie 14:00-16:00,2022-2,2025-05-12 02:33:13
CUR04040,Matemticas,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:13
CUR04041,Informtica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:13
CUR04042,Literatura,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:13
CUR04043,Fsica,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:33:13
CUR04044,Filosofa,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:13
CUR04045,Filosofa,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:13
CUR04046,Biologa,Lun 18:00-20:00,2023-1,2025-05-12 02:33:13
CUR04047,Fsica,Lun 18:00-20:00,2024-2,2025-05-12 02:33:13
CUR04048,Biologa,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:13
CUR04049,Fsica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:13
CUR04050,Historia,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:13
CUR04051,Biologa,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:13
CUR04052,Biologa,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:13
CUR04053,Matemticas,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:13
CUR04054,Biologa,Lun 18:00-20:00,2023-2,2025-05-12 02:33:13
CUR04055,Informtica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:13
CUR04056,Fsica,Vie 14:00-16:00,2022-1,2025-05-12 02:33:13
CUR04057,Historia,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:13
CUR04058,Fsica,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:13
CUR04059,Filosofa,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:13
CUR04060,Matemticas,Vie 14:00-16:00,2023-2,2025-05-12 02:33:13
CUR04061,Matemticas,Vie 14:00-16:00,2022-2,2025-05-12 02:33:13
CUR04062,Literatura,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:13
CUR04063,Informtica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:13
CUR04064,Literatura,Sab 08:00-11:00,2022-1,2025-05-12 02:33:13
CUR04065,Literatura,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:13
CUR04066,Filosofa,Sab 08:00-11:00,2024-2,2025-05-12 02:33:13
CUR04067,Literatura,Lun 18:00-20:00,2022-2,2025-05-12 02:33:13
CUR04068,Qumica,Lun 18:00-20:00,2022-1,2025-05-12 02:33:13
CUR04069,Informtica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:13
CUR04070,Historia,Vie 14:00-16:00,2023-1,2025-05-12 02:33:13
CUR04071,Historia,Vie 14:00-16:00,2024-1,2025-05-12 02:33:13
CUR04072,Fsica,Vie 14:00-16:00,2024-1,2025-05-12 02:33:13
CUR04073,Biologa,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:13
CUR04074,Qumica,Vie 14:00-16:00,2022-1,2025-05-12 02:33:13
CUR04075,Informtica,Sab 08:00-11:00,2024-2,2025-05-12 02:33:13
CUR04076,Fsica,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:13
CUR04077,Filosofa,Vie 14:00-16:00,2024-1,2025-05-12 02:33:13
CUR04078,Fsica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:13
CUR04079,Biologa,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:13
CUR04080,Matemticas,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:13
CUR04081,Informtica,Lun 18:00-20:00,2023-2,2025-05-12 02:33:14
CUR04082,Filosofa,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:14
CUR04083,Matemticas,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:14
CUR04084,Qumica,Sab 08:00-11:00,2022-2,2025-05-12 02:33:14
CUR04085,Literatura,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:14
CUR04086,Biologa,Vie 14:00-16:00,2024-1,2025-05-12 02:33:14
CUR04087,Matemticas,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:14
CUR04088,Filosofa,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04089,Fsica,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:14
CUR04090,Biologa,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:14
CUR04091,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:14
CUR04092,Fsica,Lun 18:00-20:00,2023-2,2025-05-12 02:33:14
CUR04093,Qumica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04094,Informtica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04095,Literatura,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:14
CUR04096,Matemticas,Sab 08:00-11:00,2024-1,2025-05-12 02:33:14
CUR04097,Literatura,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:14
CUR04098,Fsica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:14
CUR04099,Fsica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04100,Literatura,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:14
CUR04101,Literatura,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:14
CUR04102,Literatura,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04103,Informtica,Vie 14:00-16:00,2022-2,2025-05-12 02:33:14
CUR04104,Literatura,Lun 18:00-20:00,2024-1,2025-05-12 02:33:14
CUR04105,Fsica,Vie 14:00-16:00,2022-1,2025-05-12 02:33:14
CUR04106,Matemticas,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:14
CUR04107,Matemticas,Sab 08:00-11:00,2024-2,2025-05-12 02:33:14
CUR04108,Fsica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04109,Literatura,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:14
CUR04110,Fsica,Vie 14:00-16:00,2022-1,2025-05-12 02:33:14
CUR04111,Fsica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04112,Fsica,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:14
CUR04113,Filosofa,Vie 14:00-16:00,2024-1,2025-05-12 02:33:14
CUR04114,Biologa,Lun 18:00-20:00,2024-1,2025-05-12 02:33:14
CUR04115,Literatura,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:14
CUR04116,Qumica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:14
CUR04117,Informtica,Vie 14:00-16:00,2024-1,2025-05-12 02:33:14
CUR04118,Fsica,Vie 14:00-16:00,2023-1,2025-05-12 02:33:14
CUR04119,Matemticas,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:14
CUR04120,Filosofa,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:14
CUR04121,Qumica,Vie 14:00-16:00,2023-2,2025-05-12 02:33:14
CUR04122,Fsica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:14
CUR04123,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:14
CUR04124,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:14
CUR04125,Biologa,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:14
CUR04126,Filosofa,Lun 18:00-20:00,2024-2,2025-05-12 02:33:14
CUR04127,Literatura,Lun 18:00-20:00,2022-1,2025-05-12 02:33:14
CUR04128,Biologa,Lun 18:00-20:00,2022-2,2025-05-12 02:33:14
CUR04129,Literatura,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:14
CUR04130,Historia,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04131,Literatura,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04132,Historia,Vie 14:00-16:00,2022-2,2025-05-12 02:33:14
CUR04133,Historia,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04134,Biologa,Lun 18:00-20:00,2024-2,2025-05-12 02:33:14
CUR04135,Biologa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04136,Biologa,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04137,Biologa,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:14
CUR04138,Fsica,Sab 08:00-11:00,2023-1,2025-05-12 02:33:14
CUR04139,Literatura,Vie 14:00-16:00,2023-2,2025-05-12 02:33:14
CUR04140,Qumica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04141,Fsica,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:14
CUR04142,Biologa,Vie 14:00-16:00,2024-2,2025-05-12 02:33:14
CUR04143,Historia,Lun 18:00-20:00,2022-2,2025-05-12 02:33:14
CUR04144,Informtica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:14
CUR04145,Informtica,Lun 18:00-20:00,2023-2,2025-05-12 02:33:14
CUR04146,Literatura,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:14
CUR04147,Matemticas,Sab 08:00-11:00,2023-1,2025-05-12 02:33:14
CUR04148,Qumica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:14
CUR04149,Qumica,Sab 08:00-11:00,2023-2,2025-05-12 02:33:14
CUR04150,Filosofa,Lun 18:00-20:00,2024-2,2025-05-12 02:33:14
CUR04151,Historia,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:14
CUR04152,Matemticas,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:14
CUR04153,Filosofa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:14
CUR04154,Qumica,Sab 08:00-11:00,2024-2,2025-05-12 02:33:14
CUR04155,Historia,Lun 18:00-20:00,2024-2,2025-05-12 02:33:14
CUR04156,Qumica,Lun 18:00-20:00,2022-1,2025-05-12 02:33:14
CUR04157,Fsica,Vie 14:00-16:00,2023-1,2025-05-12 02:33:14
CUR04158,Historia,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04159,Historia,Vie 14:00-16:00,2022-2,2025-05-12 02:33:14
CUR04160,Historia,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04161,Historia,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04162,Historia,Vie 14:00-16:00,2022-1,2025-05-12 02:33:14
CUR04163,Filosofa,Vie 14:00-16:00,2024-1,2025-05-12 02:33:14
CUR04164,Filosofa,Lun 18:00-20:00,2024-1,2025-05-12 02:33:14
CUR04165,Informtica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04166,Informtica,Vie 14:00-16:00,2022-1,2025-05-12 02:33:14
CUR04167,Literatura,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:14
CUR04168,Qumica,Sab 08:00-11:00,2024-1,2025-05-12 02:33:14
CUR04169,Fsica,Vie 14:00-16:00,2022-2,2025-05-12 02:33:14
CUR04170,Informtica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:14
CUR04171,Qumica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:14
CUR04172,Filosofa,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:14
CUR04173,Informtica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:14
CUR04174,Biologa,Sab 08:00-11:00,2024-2,2025-05-12 02:33:14
CUR04175,Literatura,Sab 08:00-11:00,2023-2,2025-05-12 02:33:14
CUR04176,Informtica,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:14
CUR04177,Matemticas,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:14
CUR04178,Biologa,Lun 18:00-20:00,2024-1,2025-05-12 02:33:14
CUR04179,Literatura,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:14
CUR04180,Qumica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:14
CUR04181,Fsica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:14
CUR04182,Historia,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04183,Historia,Sab 08:00-11:00,2023-2,2025-05-12 02:33:14
CUR04184,Qumica,Vie 14:00-16:00,2023-1,2025-05-12 02:33:14
CUR04185,Biologa,Sab 08:00-11:00,2022-2,2025-05-12 02:33:14
CUR04186,Literatura,Vie 14:00-16:00,2022-2,2025-05-12 02:33:14
CUR04187,Filosofa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:14
CUR04188,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04189,Qumica,Sab 08:00-11:00,2022-2,2025-05-12 02:33:14
CUR04190,Literatura,Vie 14:00-16:00,2023-1,2025-05-12 02:33:14
CUR04191,Matemticas,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:14
CUR04192,Qumica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:14
CUR04193,Matemticas,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:14
CUR04194,Fsica,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:14
CUR04195,Biologa,Sab 08:00-11:00,2023-1,2025-05-12 02:33:14
CUR04196,Historia,Sab 08:00-11:00,2023-2,2025-05-12 02:33:14
CUR04197,Biologa,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:14
CUR04198,Historia,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04199,Fsica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:14
CUR04200,Filosofa,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:14
CUR04201,Literatura,Lun 18:00-20:00,2023-2,2025-05-12 02:33:14
CUR04202,Historia,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:14
CUR04203,Matemticas,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04204,Filosofa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04205,Historia,Lun 18:00-20:00,2022-1,2025-05-12 02:33:14
CUR04206,Filosofa,Vie 14:00-16:00,2023-1,2025-05-12 02:33:14
CUR04207,Filosofa,Vie 14:00-16:00,2024-1,2025-05-12 02:33:14
CUR04208,Biologa,Vie 14:00-16:00,2022-1,2025-05-12 02:33:14
CUR04209,Filosofa,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04210,Filosofa,Vie 14:00-16:00,2023-2,2025-05-12 02:33:14
CUR04211,Qumica,Lun 18:00-20:00,2024-1,2025-05-12 02:33:14
CUR04212,Historia,Vie 14:00-16:00,2024-1,2025-05-12 02:33:14
CUR04213,Historia,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:14
CUR04214,Biologa,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:33:14
CUR04215,Literatura,Vie 14:00-16:00,2022-2,2025-05-12 02:33:14
CUR04216,Historia,Sab 08:00-11:00,2024-1,2025-05-12 02:33:14
CUR04217,Informtica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:14
CUR04218,Literatura,Vie 14:00-16:00,2023-2,2025-05-12 02:33:14
CUR04219,Literatura,Sab 08:00-11:00,2023-1,2025-05-12 02:33:14
CUR04220,Matemticas,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:14
CUR04221,Fsica,Sab 08:00-11:00,2024-2,2025-05-12 02:33:14
CUR04222,Historia,Lun 18:00-20:00,2022-2,2025-05-12 02:33:14
CUR04223,Matemticas,Vie 14:00-16:00,2022-1,2025-05-12 02:33:14
CUR04224,Informtica,Lun 18:00-20:00,2022-1,2025-05-12 02:33:14
CUR04225,Informtica,Sab 08:00-11:00,2024-1,2025-05-12 02:33:14
CUR04226,Historia,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04227,Literatura,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:14
CUR04228,Qumica,Lun 18:00-20:00,2024-1,2025-05-12 02:33:14
CUR04229,Qumica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:14
CUR04230,Matemticas,Lun 18:00-20:00,2024-1,2025-05-12 02:33:14
CUR04231,Fsica,Lun 18:00-20:00,2022-1,2025-05-12 02:33:14
CUR04232,Matemticas,Sab 08:00-11:00,2023-1,2025-05-12 02:33:14
CUR04233,Informtica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:14
CUR04234,Fsica,Vie 14:00-16:00,2024-2,2025-05-12 02:33:14
CUR04235,Informtica,Vie 14:00-16:00,2023-1,2025-05-12 02:33:14
CUR04236,Informtica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:14
CUR04237,Biologa,Sab 08:00-11:00,2024-1,2025-05-12 02:33:14
CUR04238,Literatura,Sab 08:00-11:00,2023-1,2025-05-12 02:33:14
CUR04239,Qumica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:14
CUR04240,Matemticas,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:14
CUR04241,Fsica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:14
CUR04242,Literatura,Lun 18:00-20:00,2023-2,2025-05-12 02:33:14
CUR04243,Filosofa,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:33:14
CUR04244,Literatura,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:14
CUR04245,Filosofa,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:14
CUR04246,Historia,Vie 14:00-16:00,2024-2,2025-05-12 02:33:14
CUR04247,Fsica,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:33:14
CUR04248,Literatura,Vie 14:00-16:00,2022-2,2025-05-12 02:33:14
CUR04249,Literatura,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:14
CUR04250,Fsica,Sab 08:00-11:00,2024-1,2025-05-12 02:33:14
CUR04251,Historia,Vie 14:00-16:00,2024-2,2025-05-12 02:33:14
CUR04252,Matemticas,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:14
CUR04253,Filosofa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:14
CUR04254,Literatura,Vie 14:00-16:00,2022-1,2025-05-12 02:33:14
CUR04255,Historia,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04256,Fsica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:33:14
CUR04257,Matemticas,Vie 14:00-16:00,2022-1,2025-05-12 02:33:14
CUR04258,Informtica,Lun 18:00-20:00,2024-2,2025-05-12 02:33:14
CUR04259,Informtica,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:14
CUR04260,Matemticas,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04261,Biologa,Vie 14:00-16:00,2023-1,2025-05-12 02:33:14
CUR04262,Informtica,Sab 08:00-11:00,2024-1,2025-05-12 02:33:14
CUR04263,Literatura,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04264,Matemticas,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:14
CUR04265,Literatura,Vie 14:00-16:00,2022-2,2025-05-12 02:33:14
CUR04266,Filosofa,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:14
CUR04267,Fsica,Vie 14:00-16:00,2023-2,2025-05-12 02:33:14
CUR04268,Informtica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:14
CUR04269,Fsica,Sab 08:00-11:00,2024-1,2025-05-12 02:33:14
CUR04270,Literatura,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:14
CUR04271,Historia,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:14
CUR04272,Filosofa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04273,Literatura,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:14
CUR04274,Literatura,Lun 18:00-20:00,2022-1,2025-05-12 02:33:14
CUR04275,Informtica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:14
CUR04276,Literatura,Sab 08:00-11:00,2024-2,2025-05-12 02:33:14
CUR04277,Literatura,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:33:14
CUR04278,Biologa,Vie 14:00-16:00,2023-2,2025-05-12 02:33:14
CUR04279,Historia,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:33:14
CUR04280,Fsica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:33:14
CUR04281,Informtica,Lun 18:00-20:00,2022-1,2025-05-12 02:33:14
CUR04282,Biologa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:33:14
CUR04283,Filosofa,Lun 18:00-20:00,2023-1,2025-05-12 02:33:14
CUR04284,Informtica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:33:14
CUR04285,Fsica,Vie 14:00-16:00,2023-2,2025-05-12 02:33:14
CUR04286,Qumica,Lun 18:00-20:00,2022-2,2025-05-12 02:33:14
CUR04287,Informtica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:15
CUR04288,Filosofa,Vie 14:00-16:00,2024-2,2025-05-12 02:33:15
CUR04289,Qumica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:15
CUR04290,Matemticas,Vie 14:00-16:00,2024-1,2025-05-12 02:33:15
CUR04291,Filosofa,Lun 18:00-20:00,2024-2,2025-05-12 02:33:15
CUR04292,Matemticas,Sab 08:00-11:00,2023-2,2025-05-12 02:33:15
CUR04293,Qumica,Sab 08:00-11:00,2022-1,2025-05-12 02:33:15
CUR04294,Matemticas,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:33:15
CUR04295,Qumica,Sab 08:00-11:00,2024-1,2025-05-12 02:33:15
CUR04296,Informtica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:33:15
CUR04297,Informtica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:33:15
CUR04298,Fsica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:33:15
CUR04299,Filosofa,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:33:15
CUR04300,Qumica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:33:15
CUR04301,Filosofa,Vie 14:00-16:00,2022-2,2025-05-12 02:33:15
CUR04302,Informtica,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:33:15
CUR04303,Qumica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:33:15
